"MonthlyIncome","ActiveSinceDays","Age","Graduate","Married","Single","NoOfChildren","NoOfTeenager","NoOfDaysSinceLastPurchase","NoOfDealsWithDiscount","NoOfWebPurchase","NoOfCatalogPurchase","NoOfStorePurchase","NoOfWebVisitsMonth","TotalNoOfCampaignAccepted","CustomerComplain","Cluster"
28320,2690,70,1,1,0,0,1,68,1,1,0,3,8,0,0,1
23763,2850,43,1,0,1,0,0,64,1,1,0,3,7,0,0,1
72570,2224,36,1,1,0,0,0,67,1,4,6,12,1,0,0,0
34529,2812,44,1,1,0,1,0,94,2,2,2,3,7,0,0,1
70792,2667,69,1,0,1,0,0,82,2,3,4,10,3,0,0,0
63211,2763,38,1,1,0,0,0,3,2,3,8,7,2,0,0,0
83891,2168,46,1,1,0,0,1,24,1,4,7,10,1,0,0,0
36065,2614,52,1,0,1,0,0,54,3,3,0,3,8,0,0,1
39898,2661,66,1,1,0,0,1,20,2,3,0,4,7,0,0,1
51141,2515,80,1,0,1,0,0,96,1,3,1,4,5,0,0,1
56939,2443,44,1,1,0,0,1,19,2,3,3,10,3,0,0,0
80872,2207,69,1,0,1,0,0,60,1,4,4,10,1,0,0,0
72335,2844,44,1,1,0,0,0,2,1,10,4,8,8,0,0,0
61798,2377,56,1,0,1,0,0,13,1,4,2,9,4,0,0,0
76842,2216,70,1,0,1,0,0,37,1,1,8,7,0,0,0,0
29478,2322,44,1,1,0,1,0,59,1,1,0,3,6,0,0,1
46998,2774,64,1,0,1,0,0,55,5,5,3,5,7,1,0,1
96843,2591,30,1,0,1,0,0,60,1,6,11,10,2,1,0,0
56551,2212,70,1,0,1,0,0,48,3,2,1,4,4,0,0,0
70053,2520,55,1,1,0,0,1,38,3,8,5,10,5,0,0,0
71670,2514,58,1,0,1,0,0,8,1,5,3,6,6,3,0,0
44359,2171,42,1,1,0,1,1,19,3,2,0,4,3,0,0,1
40887,2578,68,1,0,1,0,0,32,3,3,1,3,9,0,0,1
48877,2334,54,1,0,1,0,0,27,1,3,0,4,7,0,0,1
74485,2468,73,1,1,0,0,0,58,1,6,7,12,3,0,0,0
64474,2409,48,1,1,0,0,1,59,2,8,2,10,5,0,0,0
77226,2280,57,1,1,0,0,1,29,2,6,8,12,3,0,0,0
72643,2646,71,1,0,1,0,0,60,1,3,10,7,2,1,0,0
85738,2316,42,1,1,0,0,0,41,1,3,6,11,1,2,0,0
55686,2659,54,1,0,1,0,0,27,2,6,3,5,4,1,0,0
39062,2255,37,1,0,1,0,0,28,1,1,0,3,4,1,0,1
34600,2703,49,1,1,0,1,1,8,5,5,2,5,8,0,0,1
40794,2607,45,1,1,0,0,1,18,2,6,3,5,7,0,0,1
54690,2393,49,0,1,0,1,1,76,3,3,1,5,3,0,0,0
4428,2426,51,1,1,0,0,1,0,0,25,0,0,1,0,0,1
32632,2855,57,0,1,0,0,0,32,2,4,4,8,5,0,0,1
38236,2441,52,1,0,1,0,0,2,4,3,0,4,7,0,0,1
36781,2239,41,1,1,0,1,0,16,1,2,1,2,8,0,0,1
31385,2730,36,1,0,1,0,0,56,1,1,0,2,8,1,0,1
24570,2646,36,1,1,0,1,0,97,3,4,0,4,9,0,0,1
25509,2808,46,1,0,1,0,0,15,3,3,0,3,9,0,0,1
94642,2296,69,1,1,0,0,0,35,0,5,7,9,1,2,0,0
58646,2543,58,1,1,0,0,1,3,1,2,1,4,4,0,0,0
53201,2661,45,1,0,1,0,0,49,8,6,3,5,7,0,0,0
21994,2711,63,1,1,0,0,1,4,1,0,0,3,5,0,0,1
57113,2667,42,1,1,0,1,1,45,6,4,1,5,7,0,0,0
51373,2531,29,1,1,0,0,0,37,1,3,5,3,4,0,0,1
23477,2410,34,1,1,0,1,0,39,3,3,0,4,8,0,0,1
58116,2236,64,1,1,0,0,1,38,2,3,3,8,2,0,0,0
72968,2354,57,1,0,1,0,0,8,1,5,5,8,3,1,0,0
39791,2617,49,1,1,0,0,1,89,2,3,1,4,7,0,0,1
91712,2414,73,1,0,1,0,0,47,0,9,7,11,3,1,0,0
94472,2246,62,1,0,1,0,0,75,1,5,5,5,5,2,0,0
13672,2597,60,1,1,0,1,1,86,2,1,0,3,8,0,0,1
96547,2196,40,0,1,0,0,0,4,0,7,6,8,2,3,0,0
79205,2828,45,1,1,0,0,0,73,1,6,5,4,4,1,0,0
56559,2710,45,1,1,0,0,1,46,3,4,3,8,4,0,0,0
32644,2688,47,1,1,0,1,0,38,4,7,1,6,8,1,0,1
67506,2337,40,0,0,1,0,0,73,1,4,1,6,3,0,0,0
24206,2637,50,1,0,1,0,0,66,1,1,0,3,6,0,0,1
28420,2346,53,1,0,1,0,0,36,1,1,0,2,6,0,0,1
22979,2820,50,1,1,0,1,0,29,3,3,2,2,8,0,0,1
33279,2176,54,1,0,1,0,0,29,1,0,0,3,3,0,0,1
46423,2443,48,1,0,1,0,0,6,3,2,0,4,7,0,0,1
30368,2393,43,1,1,0,0,1,97,2,2,0,3,8,0,0,1
63684,2739,50,1,1,0,0,1,61,3,8,4,8,5,0,0,0
41638,2660,56,1,0,1,0,0,68,4,5,5,3,8,1,0,1
68805,2444,61,1,0,1,0,0,73,1,3,1,7,2,0,0,0
65814,2278,54,1,1,0,0,1,90,3,8,2,10,5,0,0,0
71964,2564,62,1,0,1,0,0,81,1,5,6,5,3,0,0,0
39146,2659,34,1,0,1,0,0,1,3,4,0,4,8,0,0,1
96876,2486,43,1,1,0,0,0,79,1,7,7,9,2,3,0,0
34445,2677,39,0,1,0,0,0,92,6,11,2,8,9,0,0,1
68281,2850,62,1,0,1,0,0,31,1,2,9,13,5,0,0,0
37284,2616,45,0,1,0,1,1,46,1,0,0,3,6,0,0,1
36790,2644,37,1,1,0,0,0,14,1,2,1,2,9,0,0,1
27943,2599,53,1,1,0,1,1,89,3,2,0,3,8,0,0,1
22263,2250,69,1,0,1,0,0,31,2,1,0,3,6,0,1,1
30261,2801,48,1,1,0,1,2,75,1,0,0,3,8,0,0,1
28587,2296,42,1,1,0,1,0,42,3,2,0,4,6,0,0,1
43815,2609,38,1,1,0,1,0,53,1,2,0,3,6,0,0,1
48195,2318,64,1,1,0,1,1,53,6,4,2,5,6,0,0,1
77027,2303,68,1,1,0,0,1,23,2,8,3,6,4,0,0,0
71322,2657,55,1,1,0,0,1,57,2,8,5,13,4,0,0,0
32765,2285,41,1,1,0,1,0,49,2,2,0,4,5,0,0,1
29672,2633,55,1,1,0,1,1,6,1,0,0,3,6,0,0,1
23272,2414,67,1,0,1,0,0,29,1,1,0,3,4,0,0,1
49912,2819,71,1,1,0,0,1,5,4,10,5,7,8,1,0,1
7500,2856,35,0,1,0,1,0,98,4,2,1,3,9,0,0,1
68117,2635,73,1,0,1,0,0,80,2,11,8,4,6,1,0,0
67225,2374,65,1,1,0,0,1,4,3,7,2,11,5,0,0,0
17649,2388,44,1,1,0,1,0,70,3,3,0,3,8,0,0,1
55914,2585,45,1,1,0,0,1,32,4,11,6,8,7,0,0,0
40059,2433,36,1,1,0,1,0,82,1,6,2,3,8,1,0,1
60905,2365,70,1,1,0,0,1,27,2,3,3,7,2,0,0,0
75330,2792,43,1,1,0,1,1,94,4,10,3,12,6,0,0,0
60689,2552,69,1,0,1,0,0,23,4,4,4,10,3,0,0,0
38680,2617,36,1,1,0,1,0,97,1,2,0,3,7,0,0,1
61416,2665,38,1,1,0,0,0,25,1,10,3,10,6,1,0,0
49767,2582,29,1,0,1,0,0,92,1,5,4,8,4,0,0,1
83273,2801,50,1,0,1,0,0,98,10,4,6,9,7,0,0,0
29009,2371,39,1,1,0,1,0,19,2,2,0,3,6,0,0,1
45057,2369,41,1,1,0,1,0,80,1,2,0,3,5,0,0,1
37150,2815,49,1,1,0,1,0,80,8,4,3,6,7,0,0,1
43020,2370,50,1,0,1,0,0,79,3,4,1,4,6,0,0,1
53154,2179,61,1,1,0,0,1,50,1,3,1,4,4,0,0,0
65308,2450,47,1,1,0,0,0,60,1,7,8,12,4,2,0,0
76467,2840,50,1,0,1,0,0,44,2,2,5,5,6,0,0,0
81044,2343,73,0,1,0,0,0,0,1,5,6,10,1,0,0,0
32871,2636,69,1,1,0,1,1,28,1,1,0,3,4,0,0,1
55801,2439,45,1,0,1,0,0,35,6,7,2,6,7,1,0,0
76320,2166,61,1,0,1,0,0,49,2,6,3,4,2,0,0,0
36927,2186,65,1,0,1,0,0,46,2,3,0,3,8,0,0,1
48794,2162,67,1,1,0,1,1,97,1,1,0,3,4,0,0,1
23478,2626,55,1,0,1,0,0,51,1,3,0,3,8,0,0,1
71128,2790,47,1,0,1,0,0,80,3,2,10,12,7,0,0,0
70179,2502,44,1,0,1,0,0,10,3,7,3,13,5,0,0,0
59462,2699,70,1,1,0,0,1,29,2,9,2,12,7,0,0,0
38361,2343,51,1,1,0,1,0,74,3,3,1,3,7,0,0,1
70038,2406,38,1,1,0,0,0,54,1,4,4,8,2,0,0,0
42554,2692,42,1,1,0,1,1,93,2,2,0,3,4,0,0,1
67445,2845,46,1,1,0,0,1,63,5,9,6,12,6,0,0,0
67046,2698,69,1,0,1,0,0,92,2,4,5,4,2,0,0,0
42192,2455,72,1,1,0,0,0,40,1,2,1,3,4,0,0,1
77610,2767,68,1,1,0,0,1,70,2,4,7,4,7,0,0,0
31761,2244,36,1,1,0,1,0,96,2,3,0,4,5,0,0,1
34350,2412,41,1,1,0,1,0,81,1,1,0,3,7,0,0,1
54591,2487,71,1,1,0,0,1,63,3,6,2,8,5,0,0,0
71866,2345,64,1,1,0,0,1,85,1,6,3,10,3,0,0,0
25293,2446,51,1,1,0,1,0,51,1,1,1,2,8,0,0,1
42000,2694,33,1,0,1,0,0,23,2,5,2,11,5,0,0,1
69520,2516,37,1,1,0,0,0,95,1,9,6,5,5,0,0,0
64713,2301,50,1,0,1,0,0,11,2,5,5,7,4,0,0,0
27889,2518,43,1,1,0,1,0,42,1,1,1,2,6,0,0,1
22123,2253,60,0,0,1,0,0,77,1,2,1,3,5,0,0,1
27803,2831,47,1,1,0,1,0,40,2,3,0,4,8,0,0,1
51651,2758,60,1,1,0,0,1,32,4,6,2,5,8,0,0,1
68487,2691,32,1,1,0,0,0,48,1,9,7,13,4,0,0,0
56796,2657,51,1,1,0,0,1,24,3,8,9,7,7,0,0,0
87000,2720,28,0,1,0,0,0,61,1,4,6,7,2,0,0,0
79823,2249,61,1,1,0,0,1,6,1,6,9,7,2,1,0,0
30828,2427,40,1,0,1,0,0,16,2,1,1,4,3,0,0,1
34109,2394,49,1,1,0,0,1,39,1,0,0,3,4,0,0,1
53367,2461,46,1,0,1,0,0,2,7,5,1,8,7,0,0,0
22390,2410,51,0,1,0,0,0,49,1,1,0,2,7,0,0,1
71322,2217,44,1,1,0,0,1,31,1,4,1,7,2,0,0,0
79244,2716,27,1,0,1,0,0,58,1,4,10,7,1,2,0,0
49912,2819,71,1,1,0,0,1,5,4,10,5,7,8,1,0,1
48699,2563,70,1,1,0,1,1,90,1,1,0,3,5,0,0,1
80144,2431,45,1,1,0,0,0,47,1,3,7,8,1,0,0,0
54252,2556,64,1,0,1,0,0,25,5,4,1,5,6,0,0,0
81929,2797,44,1,1,0,1,0,60,2,4,4,10,6,2,0,0
76068,2736,45,1,1,0,0,1,67,1,2,3,4,6,2,0,0
53204,2260,44,1,1,0,1,1,40,1,1,0,3,4,0,0,0
67911,2197,71,1,1,0,0,1,63,3,6,7,11,3,0,0,0
14796,2809,36,0,1,0,1,0,1,2,1,0,3,9,0,0,1
78128,2289,46,1,1,0,0,1,89,2,8,4,6,3,2,0,0
14188,2645,48,0,1,0,0,0,40,1,2,0,4,6,0,0,1
20425,2767,34,0,1,0,1,0,5,2,2,0,3,7,0,0,1
58646,2543,58,1,1,0,0,1,3,1,2,1,4,4,0,0,0
72967,2720,50,1,0,1,0,0,1,2,7,2,8,5,1,0,0
48150,2545,71,1,1,0,0,1,24,3,5,1,4,7,0,0,1
82332,2809,59,1,0,1,0,0,89,1,5,3,12,2,1,0,0
58275,2551,65,1,0,1,0,0,48,6,8,2,7,7,0,0,0
44953,2714,39,1,1,0,0,0,31,1,7,3,13,6,1,0,1
34587,2203,67,1,1,0,1,1,68,2,1,0,3,4,0,0,1
43018,2399,46,1,1,0,0,1,46,1,2,2,2,5,0,0,1
45736,2499,66,1,1,0,0,1,92,5,7,1,6,7,0,0,1
66476,2366,51,1,1,0,0,1,80,2,6,8,10,4,0,0,0
27733,2466,39,0,1,0,1,0,16,2,2,0,3,7,0,0,1
69805,2318,68,1,1,0,0,1,50,2,6,8,11,2,0,0,0
72217,2604,58,1,0,1,0,0,93,1,3,10,8,2,0,0,0
25818,2778,49,1,0,1,0,0,51,1,0,1,2,7,0,0,1
37509,2814,44,1,1,0,1,0,24,2,3,0,4,7,0,0,1
25176,2482,44,0,1,0,1,1,79,1,1,0,2,7,0,0,1
43586,2827,40,1,1,0,0,1,26,3,3,0,4,8,0,0,1
53230,2854,64,0,1,0,0,1,86,4,5,2,12,5,0,0,0
50116,2168,63,1,1,0,1,1,68,2,1,0,4,5,1,0,1
84906,2427,48,1,1,0,0,0,98,1,5,6,12,2,3,0,0
61286,2490,54,1,1,0,0,1,34,2,7,1,8,5,0,0,0
82333,2615,34,1,1,0,0,0,60,1,4,3,10,2,1,0,0
65220,2823,55,1,1,0,0,0,3,4,8,4,7,6,0,0,0
33590,2397,46,1,1,0,2,1,65,1,1,0,2,7,0,0,1
30992,2592,44,1,0,1,0,0,83,1,1,0,3,7,0,0,1
72309,2634,44,1,0,1,0,0,64,1,5,6,8,3,1,0,0
16005,2843,40,0,1,0,1,0,69,3,2,1,2,8,0,0,1
65487,2329,63,1,0,1,0,0,48,3,3,5,6,2,0,0,0
58692,2243,55,1,1,0,0,1,21,1,8,2,4,7,0,0,0
40590,2429,51,1,0,1,0,0,30,5,3,4,3,6,1,0,1
20587,2208,50,1,0,1,0,0,39,1,1,1,2,7,0,0,1
62637,2279,66,1,0,1,0,0,76,1,2,2,5,2,0,0,0
29435,2851,54,1,0,1,0,0,11,4,3,2,2,9,0,0,1
19346,2309,46,1,0,1,0,0,26,1,1,0,3,8,0,0,1
35788,2316,49,1,1,0,1,1,34,2,2,0,3,6,0,0,1
36997,2672,52,1,0,1,0,0,72,5,2,1,4,5,0,0,1
23539,2280,63,1,1,0,0,0,13,1,2,0,4,6,0,0,1
65333,2322,47,1,0,1,0,0,58,7,9,4,8,6,2,0,0
78499,2377,63,1,0,1,0,0,12,1,11,3,4,4,1,0,0
29732,2255,49,1,1,0,1,0,23,1,2,0,2,9,0,0,1
41275,2256,60,1,1,0,1,2,33,4,3,1,3,5,0,0,1
63516,2517,47,1,1,0,1,1,30,4,4,1,7,5,0,0,0
42769,2419,58,1,1,0,0,1,15,2,1,1,4,4,0,0,1
49572,2355,62,1,1,0,1,1,25,2,2,0,3,7,0,0,1
69209,2809,48,1,1,0,0,0,4,2,5,3,6,4,1,0,0
17148,2311,44,1,1,0,1,0,80,4,3,1,3,8,0,0,1
40590,2429,51,1,0,1,0,0,30,5,3,4,3,6,1,0,1
30560,2526,44,1,1,0,1,0,6,1,1,0,3,7,0,0,1
32146,2207,37,0,1,0,1,0,16,2,2,0,4,6,0,0,1
41713,2220,56,0,0,1,0,0,57,5,3,1,4,6,0,0,1
34176,2317,45,1,1,0,0,1,9,1,1,0,3,3,0,0,1
58482,2268,65,1,1,0,0,1,59,2,7,4,9,6,1,0,0
59686,2314,55,1,0,1,0,0,78,1,4,1,6,4,0,0,0
60896,2785,56,1,1,0,0,1,90,3,9,10,4,6,0,0,0
62994,2276,40,1,1,0,1,0,74,1,6,2,4,6,0,0,0
47320,2491,63,1,1,0,0,1,10,6,5,1,8,6,0,0,1
74859,2550,71,0,0,1,0,0,63,1,6,5,11,3,1,0,0
15253,2403,28,0,0,1,0,0,13,2,1,0,3,7,0,0,1
31560,2529,46,1,0,1,0,0,98,2,2,1,3,8,0,0,1
72071,2659,66,1,0,1,0,0,4,3,5,4,8,2,0,0,0
91172,2618,30,1,0,1,0,0,94,0,4,3,7,3,4,0,0
90000,2347,36,1,1,0,0,0,91,1,4,8,5,1,3,0,0
41967,2377,39,1,0,1,0,0,66,1,1,0,3,4,0,0,1
69263,2275,55,1,0,1,0,0,14,1,9,1,7,6,1,0,0
65706,2525,50,0,0,1,0,0,77,1,11,3,12,7,3,0,0
60934,2322,45,1,1,0,0,1,41,2,6,4,11,4,0,0,0
71965,2494,69,1,1,0,0,1,21,3,6,3,5,3,0,0,0
65210,2270,65,1,1,0,0,1,25,2,9,3,8,6,2,0,0
79174,2693,45,1,1,0,0,0,2,1,5,6,7,2,2,0,0
81380,2713,53,1,0,1,0,0,51,1,4,2,10,2,0,0,0
48432,2778,47,1,0,1,0,0,3,5,7,1,6,8,0,0,1
52914,2697,49,1,1,0,0,1,32,2,7,3,3,7,1,0,0
38946,2407,65,1,1,0,0,1,84,2,3,1,6,5,0,0,1
26067,2396,46,1,1,0,1,0,49,3,3,0,3,8,0,0,1
44325,2638,48,1,1,0,0,1,69,4,8,2,7,8,1,0,1
42523,2226,56,1,1,0,0,0,96,1,1,1,4,2,0,0,1
26487,2564,42,0,0,1,0,0,23,3,2,1,3,5,0,0,1
53233,2262,63,0,1,0,0,1,18,1,1,0,3,4,0,0,0
67716,2694,60,1,1,0,0,1,8,4,7,4,13,5,1,0,0
76234,2302,48,1,1,0,0,1,21,1,8,3,11,3,1,0,0
84117,2208,64,1,1,0,0,0,60,1,7,10,6,2,1,0,0
65487,2329,63,1,1,0,0,0,48,3,3,5,6,2,0,0,0
25224,2264,48,0,1,0,1,0,36,2,1,1,3,3,0,0,1
89616,2648,37,1,0,1,0,0,36,1,7,5,12,2,0,0,0
40851,2652,49,1,0,1,0,0,63,1,1,1,2,7,0,0,1
27469,2855,73,1,1,0,0,0,2,1,0,0,3,6,0,0,1
82347,2759,63,0,1,0,0,0,38,1,7,7,10,3,2,0,0
73803,2856,63,1,1,0,0,1,61,2,9,5,6,6,1,0,0
8820,2623,68,1,0,1,0,0,52,4,3,0,3,8,0,0,1
43322,2228,46,1,0,1,0,0,25,1,3,0,4,7,0,0,1
55593,2471,47,1,1,0,0,1,63,2,6,6,3,6,1,0,0
50501,2535,66,1,1,0,1,1,10,7,5,4,4,6,1,0,1
37085,2162,45,1,1,0,1,1,65,4,3,0,3,8,0,0,1
16185,2487,30,0,0,1,0,0,71,2,2,2,2,8,0,0,1
57731,2742,51,1,0,1,0,0,0,4,8,8,6,6,0,0,0
48432,2778,47,1,0,1,0,0,3,5,7,1,6,8,0,0,1
73807,2702,42,1,1,0,0,1,88,2,5,5,11,2,0,0,0
18929,2657,30,1,1,0,0,0,15,1,1,0,4,6,0,0,1
35893,2781,52,1,0,1,0,0,80,6,3,1,5,8,0,0,1
61014,2846,40,1,1,0,0,1,17,4,9,3,4,7,0,0,0
32144,2257,66,1,1,0,1,1,76,4,2,1,3,7,1,0,1
14918,2728,57,0,1,0,0,1,52,1,1,0,3,6,0,0,1
45146,2508,57,1,0,1,0,0,28,2,1,1,2,4,0,0,1
41769,2660,65,0,0,1,0,0,31,6,8,1,7,8,0,0,1
88325,2303,39,1,1,0,0,0,42,1,6,2,9,2,0,0,0
38054,2218,70,1,0,1,0,0,24,2,2,0,3,7,0,0,1
80617,2784,25,0,0,1,0,0,42,1,4,6,8,2,0,0,0
5305,2493,44,1,1,0,0,1,12,0,1,0,0,13,0,0,1
36807,2715,66,1,1,0,1,1,88,1,1,0,2,6,0,0,1
28427,2624,37,1,1,0,1,0,67,2,2,0,3,8,0,0,1
82032,2244,72,1,0,1,0,0,54,0,4,6,7,1,0,0,0
22775,2534,42,1,1,0,1,0,40,1,1,0,2,8,0,0,1
40101,2782,35,1,1,0,1,0,73,4,6,1,6,7,0,0,1
58025,2374,41,1,1,0,0,1,81,3,3,2,10,4,0,0,0
75777,2519,38,1,0,1,0,0,12,1,3,6,11,1,2,0,0
7500,2577,41,0,1,0,1,0,7,4,3,2,2,7,0,0,1
33562,2163,57,1,1,0,1,2,33,3,2,0,4,4,0,0,1
57642,2330,50,1,0,1,0,0,24,3,7,6,6,4,1,0,0
58554,2800,52,1,1,0,1,1,55,6,8,2,6,7,0,0,0
63777,2621,41,1,1,0,1,1,87,8,11,1,6,8,0,0,0
57967,2642,58,1,0,1,0,0,39,5,4,2,8,5,0,0,0
24434,2201,48,1,1,0,2,0,9,2,2,1,2,7,0,0,1
11012,2629,36,1,0,1,0,0,82,3,3,1,2,9,1,0,1
44802,2836,50,1,0,1,0,0,71,2,9,4,12,8,0,0,1
26816,2840,34,1,0,1,0,0,50,1,0,0,3,4,0,0,1
34421,2522,46,1,1,0,1,0,81,1,1,0,2,7,0,0,1
61223,2540,53,1,1,0,0,1,46,2,9,3,4,5,0,0,0
64014,2178,74,1,1,0,2,1,56,7,8,2,5,7,1,0,0
56981,2314,39,1,0,1,0,0,91,1,2,3,13,6,1,0,0
69245,2315,64,1,1,0,0,1,8,2,6,5,10,3,0,0,0
52869,2781,66,1,1,0,1,1,40,3,3,1,4,7,0,0,0
